143.5426381,736.6370204,519.4090517,390.3191432,823.3510542,332.6286843,586.0683131,820.1781768,115.1643487
180.960839,763.5052037,543.0193441,469.9024394,853.5770252,433.7077592,605.5707322,839.236621,158.7814778
220.1902485,790.3703591,566.6600027,551.4394859,883.8197519,533.4450174,625.0472089,858.1714196,202.3270207
260.8954676,817.2262725,590.323088,634.4319782,914.0720831,630.3277486,644.4942109,876.981392,244.7817786
302.7410979,844.0667299,614.00066,718.381613,944.3268675,722.8432363,663.9082059,895.6653577,285.1265538
345.3917392,870.8855173,637.684779,802.7900882,974.5769542,809.4787937,683.2856616,914.2221362,322.3421182
388.5119928,897.6764206,661.3675054,887.1590965,1004.815192,888.7216014,702.6230456,932.6505469,355.409395
431.7664684,924.4332257,685.0408994,970.9903328,1035.034429,959.0593992,721.9168257,950.9494093,383.3093307
474.8197241,951.1497186,708.6970212,1053.78552,1065.227516,1018.977701,741.1634695,969.1175428,405.0337084
517.3364952,977.8196853,732.3279312,1135.046297,1095.3873,1066.970338,760.3594448,987.1537669,420.4023436
558.9811015,1004.436912,755.9256895,1214.274348,1125.50663,1101.717045,779.5012193,1005.056901,430.5159273
599.4183477,1030.995184,779.4823564,1290.971733,1155.578356,1124.099279,798.5852605,1022.825765,436.5942168
638.3141939,1057.488288,802.9899922,1364.639326,1185.595326,1136.276931,817.6080364,1040.459177,439.8471793
675.347971,1083.910009,826.4406572,1434.778737,1215.550389,1140.438296,836.5660144,1057.955958,441.2559497
710.5180345,1110.254134,849.8264116,1500.896689,1245.436394,1138.770101,855.4556624,1075.314927,441.5734597
744.0491348,1136.514448,873.1393158,1562.483097,1275.246189,1133.278173,874.2734479,1092.534903,441.5398845
776.1813759,1162.684738,896.37143,1619.206896,1304.972625,1125.348941,893.0158388,1109.614706,441.8650587
807.1517054,1188.758789,919.5148147,1671.359872,1334.608548,1116.225527,911.6793027,1126.553155,442.8444398
837.1971776,1214.730388,942.5615301,1719.379801,1364.14681,1107.150102,930.2603073,1143.34907,444.5044302
866.5557172,1240.59332,965.5036366,1763.71979,1393.580257,1099.363871,948.7553203,1160.00127,446.8657925
895.4306326,1266.341372,988.3331943,1804.826594,1422.90174,1093.576294,967.1608095,1176.508575,449.9366147
923.9859113,1291.968329,1011.042263,1843.146002,1452.104107,1089.839837,985.4732426,1192.869803,453.6349289
952.3807501,1317.467978,1033.622904,1879.125833,1481.180208,1088.143589,1003.689087,1209.083776,457.8407027
980.7751902,1342.834104,1056.067176,1913.212891,1510.12289,1088.481451,1021.804811,1225.149311,462.4340201
1009.327708,1368.060493,1078.36714,1945.766825,1538.925003,1090.832547,1039.816883,1241.065228,467.3083672
1038.201018,1393.140932,1100.514855,1977.078875,1567.579396,1095.030402,1057.721768,1256.830348,472.4124085
1067.500968,1418.069206,1122.502383,2007.43132,1596.078917,1100.833798,1075.515937,1272.443489,477.7100056
1097.226818,1442.839101,1144.321783,2037.10757,1624.416415,1108.000251,1093.195855,1287.90347,483.1646248
1127.357398,1467.444403,1165.965117,2066.391294,1652.584739,1116.286491,1110.757992,1303.209112,488.7559411
1157.872252,1491.878897,1187.424445,2095.56307,1680.576737,1125.481194,1128.198813,1318.359234,494.502804
1188.751031,1516.136369,1208.69183,2124.914075,1708.385258,1135.46202,1145.514788,1333.352654,500.4311793
1219.973961,1540.210606,1229.759331,2154.669824,1736.003152,1146.127159,1162.702383,1348.188194,506.5667927
1251.513486,1564.095392,1250.61901,2184.86518,1763.423266,1157.374181,1179.758066,1362.864671,512.9376584
1283.315387,1587.784516,1271.262925,2215.488904,1790.63845,1169.100642,1196.678305,1377.380906,519.5752753
1315.317899,1611.271763,1291.683134,2246.521179,1817.641554,1181.248636,1213.459567,1391.735718,526.5115067
1347.458848,1634.550919,1311.871694,2277.946831,1844.425427,1193.807513,1230.09832,1405.927927,533.7780896
1379.676552,1657.615772,1331.820663,2309.749525,1870.982919,1206.771375,1246.591033,1419.956351,541.4012839
1411.908927,1680.460107,1351.522099,2341.913199,1897.306879,1220.133733,1262.934173,1433.819811,549.4018162
1444.095572,1703.077713,1370.968061,2374.422037,1923.390157,1233.888423,1279.124208,1447.517125,557.8000642
1476.188327,1725.462374,1390.150608,2407.225154,1949.225603,1248.031069,1295.157607,1461.047114,566.6160696
1508.144175,1747.607875,1409.061812,2440.247822,1974.806063,1262.558164,1311.030838,1474.408596,575.8645807
1539.920634,1769.508002,1427.693744,2473.410371,2000.124385,1277.466137,1326.740369,1487.600392,585.5567615
1571.475036,1791.156538,1446.038479,2506.633516,2025.173416,1292.751692,1342.282667,1500.62132,595.7037058
1602.764776,1812.547265,1464.088082,2539.83868,2049.946,1308.405984,1357.654201,1513.470201,606.3158808
1633.747449,1833.673969,1481.834618,2572.94731,2074.434986,1324.407552,1372.851436,1526.145853,617.3992585
1664.3921,1854.530433,1499.27015,2605.8791,2098.633219,1340.731967,1387.870839,1538.647096,628.9577628
1694.67495,1875.11044,1516.386726,2638.562741,2122.533546,1357.355003,1402.708876,1550.972749,640.9953617
1724.573468,1895.407776,1533.176349,2670.948228,2146.128814,1374.252391,1417.362013,1563.121633,653.5146066
1754.064709,1915.416232,1549.631017,2702.991397,2169.411879,1391.394985,1431.826717,1575.092566,666.5124973
1783.125899,1935.129602,1565.742736,2734.649335,2192.375598,1408.74903,1446.099454,1586.884367,679.9843024
1811.733993,1954.54168,1581.503578,2765.878239,2215.01283,1426.280351,1460.176689,1598.495857,693.9254115
1839.869949,1973.646261,1596.905658,2796.634929,2237.316431,1443.954825,1474.054891,1609.925855,708.3284182
1867.518541,1992.437138,1611.941088,2826.875566,2259.279261,1461.738369,1487.73053,1621.17318,723.1792477
1894.665454,2010.908106,1626.602007,2856.556478,2280.894178,1479.597226,1501.200082,1632.236651,738.4624376
1921.296159,2029.052959,1640.880597,2885.652067,2302.154038,1497.497776,1514.460018,1643.115089,754.1626377
1947.396225,2046.865481,1654.769045,2914.147709,2323.051689,1515.40642,1527.506813,1653.807312,770.2603611
1972.950999,2064.339432,1668.259536,2942.032133,2343.579951,1533.289482,1540.336938,1664.31214,786.7296565
1997.947512,2081.468566,1681.34423,2969.29348,2363.731638,1551.114482,1552.946868,1674.628393,803.5437636
2022.375312,2098.24664,1694.015276,2995.919666,2383.499566,1568.851222,1565.333076,1684.75489,820.6758727
2046.224732,2114.667408,1706.264807,3021.898915,2402.876549,1586.470032,1577.492033,1694.69045,838.094504
2069.485992,2130.724627,1718.084089,3047.218765,2421.855403,1603.941214,1589.420197,1704.433893,855.7632097
2092.149395,2146.412051,1729.463202,3071.869679,2440.428941,1621.235103,1601.114014,1713.984038,873.6452563
2114.20501,2161.723438,1740.392143,3095.847888,2458.589983,1638.324372,1612.569932,1723.339705,891.7036442
2135.644133,2176.652613,1750.863193,3119.151512,2476.331418,1655.183738,1623.784399,1732.499713,909.8974681
2156.46115,2191.19347,1760.879897,3141.77906,2493.646218,1671.78806,1634.75386,1741.462882,928.1829737
2176.651685,2205.33991,1770.449257,3163.728732,2510.527358,1688.112146,1645.474764,1750.228031,946.5163888
2196.211325,2219.085834,1779.578339,3184.99885,2526.967813,1704.13148,1655.943557,1758.79398,964.8536623
2215.135685,2232.42514,1788.275772,3205.587652,2542.960559,1719.824696,1666.156686,1767.159548,983.1489556
2233.420232,2245.35173,1796.551813,3225.493421,2558.498571,1735.171866,1676.110637,1775.323554,1001.355529
2251.061068,2257.859503,1804.416802,3244.71624,2573.574825,1750.153016,1685.801948,1783.284818,1019.426656
2268.057582,2269.942318,1811.881064,3263.257213,2588.18225,1764.748065,1695.227164,1791.04216,1037.315884
2284.410831,2281.5937,1818.954883,3281.117855,2602.313406,1778.938901,1704.38283,1798.594398,1054.97784
2300.122029,2292.80701,1825.648534,3298.299573,2615.960671,1792.710722,1713.26549,1805.940353,1072.367523
2315.19232,2303.575609,1831.972298,3314.803783,2629.11642,1806.049448,1721.871689,1813.078844,1089.439871
